idSubmercado;AttMatriz;Iteradores;1;2;3
6;percentual_variacao_patamar_carga;02/01/21;1;1;1
6;percentual_variacao_patamar_carga;03/01/21;1;1;1
6;percentual_variacao_patamar_carga;04/01/21;1;1;1
6;percentual_variacao_patamar_carga;05/01/21;1;1;1
6;percentual_variacao_patamar_carga;06/01/21;1;1;1
6;percentual_variacao_patamar_carga;07/01/21;1;1;1
6;percentual_variacao_patamar_carga;08/01/21;1;1;1
6;percentual_variacao_patamar_carga;09/01/21;1;1;1
6;percentual_variacao_patamar_carga;10/01/21;1;1;1
6;percentual_variacao_patamar_carga;11/01/21;1;1;1
6;percentual_variacao_patamar_carga;12/01/21;1;1;1
6;percentual_variacao_patamar_carga;01/01/22;1;1;1
6;percentual_variacao_patamar_carga;02/01/22;1;1;1
6;percentual_variacao_patamar_carga;03/01/22;1;1;1
6;percentual_variacao_patamar_carga;04/01/22;1;1;1
6;percentual_variacao_patamar_carga;05/01/22;1;1;1
6;percentual_variacao_patamar_carga;06/01/22;1;1;1
6;percentual_variacao_patamar_carga;07/01/22;1;1;1
6;percentual_variacao_patamar_carga;08/01/22;1;1;1
6;percentual_variacao_patamar_carga;09/01/22;1;1;1
6;percentual_variacao_patamar_carga;10/01/22;1;1;1
6;percentual_variacao_patamar_carga;11/01/22;1;1;1
6;percentual_variacao_patamar_carga;12/01/22;1;1;1
6;percentual_variacao_patamar_carga;01/01/23;1;1;1
6;percentual_variacao_patamar_carga;02/01/23;1;1;1
6;percentual_variacao_patamar_carga;03/01/23;1;1;1
6;percentual_variacao_patamar_carga;04/01/23;1;1;1
6;percentual_variacao_patamar_carga;05/01/23;1;1;1
6;percentual_variacao_patamar_carga;06/01/23;1;1;1
6;percentual_variacao_patamar_carga;07/01/23;1;1;1
6;percentual_variacao_patamar_carga;08/01/23;1;1;1
6;percentual_variacao_patamar_carga;09/01/23;1;1;1
6;percentual_variacao_patamar_carga;10/01/23;1;1;1
6;percentual_variacao_patamar_carga;11/01/23;1;1;1
6;percentual_variacao_patamar_carga;12/01/23;1;1;1
6;percentual_variacao_patamar_carga;01/01/24;1;1;1
6;percentual_variacao_patamar_carga;02/01/24;1;1;1
6;percentual_variacao_patamar_carga;03/01/24;1;1;1
6;percentual_variacao_patamar_carga;04/01/24;1;1;1
6;percentual_variacao_patamar_carga;05/01/24;1;1;1
6;percentual_variacao_patamar_carga;06/01/24;1;1;1
6;percentual_variacao_patamar_carga;07/01/24;1;1;1
6;percentual_variacao_patamar_carga;08/01/24;1;1;1
6;percentual_variacao_patamar_carga;09/01/24;1;1;1
6;percentual_variacao_patamar_carga;10/01/24;1;1;1
6;percentual_variacao_patamar_carga;11/01/24;1;1;1
6;percentual_variacao_patamar_carga;12/01/24;1;1;1
7;percentual_variacao_patamar_carga;01/01/20;1;1;1
7;percentual_variacao_patamar_carga;02/01/20;1;1;1
7;percentual_variacao_patamar_carga;03/01/20;1;1;1
7;percentual_variacao_patamar_carga;04/01/20;1;1;1
7;percentual_variacao_patamar_carga;05/01/20;1;1;1
7;percentual_variacao_patamar_carga;06/01/20;1;1;1
7;percentual_variacao_patamar_carga;07/01/20;1;1;1
7;percentual_variacao_patamar_carga;08/01/20;1;1;1
7;percentual_variacao_patamar_carga;09/01/20;1;1;1
7;percentual_variacao_patamar_carga;10/01/20;1;1;1
7;percentual_variacao_patamar_carga;11/01/20;1;1;1
7;percentual_variacao_patamar_carga;12/01/20;1;1;1
7;percentual_variacao_patamar_carga;01/01/21;1;1;1
7;percentual_variacao_patamar_carga;02/01/21;1;1;1
7;percentual_variacao_patamar_carga;03/01/21;1;1;1
7;percentual_variacao_patamar_carga;04/01/21;1;1;1
7;percentual_variacao_patamar_carga;05/01/21;1;1;1
7;percentual_variacao_patamar_carga;06/01/21;1;1;1
7;percentual_variacao_patamar_carga;07/01/21;1;1;1
7;percentual_variacao_patamar_carga;08/01/21;1;1;1
7;percentual_variacao_patamar_carga;09/01/21;1;1;1
7;percentual_variacao_patamar_carga;10/01/21;1;1;1
7;percentual_variacao_patamar_carga;11/01/21;1;1;1
7;percentual_variacao_patamar_carga;12/01/21;1;1;1
7;percentual_variacao_patamar_carga;01/01/22;1;1;1
7;percentual_variacao_patamar_carga;02/01/22;1;1;1
7;percentual_variacao_patamar_carga;03/01/22;1;1;1
7;percentual_variacao_patamar_carga;04/01/22;1;1;1
7;percentual_variacao_patamar_carga;05/01/22;1;1;1
7;percentual_variacao_patamar_carga;06/01/22;1;1;1
